ticker,week_start,n_posts_week,n_comments_week,n_total_week,mean_compound_w,score_weighted_compound_w,median_compound_week,days_covered
PFE,2025-07-29,0.0,1.0,1.0,0.963,0.963,0.963,1.0
PFE,2025-08-05,0.0,1.0,1.0,0.9719,0.9719,0.9719,1.0
PFE,2025-09-23,0.0,1.0,1.0,-0.4207,-0.4207,-0.4207,1.0
PFE,2025-10-28,0.0,1.0,1.0,0.963,0.963,0.963,1.0
PFE,2025-11-04,0.0,2.0,2.0,0.68555,0.4576,0.68555,1.0
PLTR,2025-05-13,0.0,2.0,2.0,-0.11315,-0.1508666666666666,-0.11315,1.0
PLTR,2025-05-20,0.0,3.0,3.0,0.9310666666666667,0.9638866666666667,0.948025,2.0
PLTR,2025-05-27,1.0,12.0,13.0,-0.07073846153846156,0.6187898028190133,-0.282175,2.0
PLTR,2025-06-17,0.0,3.0,3.0,0.31306666666666666,0.37083485838779956,0.2348,2.0
PLTR,2025-07-01,0.0,1.0,1.0,0.0,0.0,0.0,1.0
PLTR,2025-07-22,0.0,2.0,2.0,0.8426,0.8426,0.8426,2.0
PLTR,2025-07-29,0.0,2.0,2.0,0.9274,0.9274,0.9274,2.0
PLTR,2025-08-05,0.0,5.0,5.0,0.23756,0.10905064935064934,0.08715,3.0
PLTR,2025-08-12,0.0,5.0,5.0,0.08808,0.08808,0.0,4.0
PLTR,2025-08-19,1.0,3.0,4.0,0.5694,0.6108079365079364,0.53075,1.0
PLTR,2025-08-26,0.0,1.0,1.0,0.0,0.0,0.0,1.0
PLTR,2025-09-02,0.0,1.0,1.0,0.9017,0.9017,0.9017,1.0
PLTR,2025-09-09,0.0,1.0,1.0,0.2105,0.2105,0.2105,1.0
PLTR,2025-09-16,0.0,1.0,1.0,0.8176,0.8176,0.8176,1.0
PLTR,2025-09-23,0.0,3.0,3.0,0.10189999999999999,0.10189999999999999,0.0,3.0
PLTR,2025-10-07,0.0,1.0,1.0,0.4588,0.4588,0.4588,1.0
PLTR,2025-10-14,0.0,2.0,2.0,0.27115,0.27115,0.27115,2.0
PLTR,2025-10-21,0.0,3.0,3.0,0.6270666666666668,0.5715466666666668,0.5386,2.0
PLTR,2025-10-28,2.0,13.0,15.0,0.10795999999999997,0.20982015371111248,0.0,4.0
PLTR,2025-11-04,1.0,22.0,23.0,0.09613478260869564,0.40095374588824995,0.15355,4.0
PLTR,2025-11-11,0.0,1.0,1.0,-0.5563,-0.5563,-0.5563,1.0
PYPL,2025-05-27,0.0,1.0,1.0,0.34,0.34,0.34,1.0
PYPL,2025-06-10,0.0,1.0,1.0,0.7783,0.7783000000000001,0.7783,1.0
PYPL,2025-06-24,0.0,1.0,1.0,0.8074,0.8074,0.8074,1.0
PYPL,2025-07-29,0.0,1.0,1.0,-0.103,-0.103,-0.103,1.0
PYPL,2025-09-30,0.0,1.0,1.0,0.0,0.0,0.0,1.0
PYPL,2025-10-21,0.0,1.0,1.0,-0.7214,-0.7214,-0.7214,1.0
PYPL,2025-10-28,0.0,1.0,1.0,-0.3887,-0.3887,-0.3887,1.0
SNOW,2025-05-13,0.0,1.0,1.0,0.3612,0.3612,0.3612,1.0
SNOW,2025-08-19,0.0,1.0,1.0,-0.9349,-0.9349,-0.9349,1.0
SNOW,2025-08-26,0.0,2.0,2.0,-0.5791999999999999,-0.5791999999999999,-0.5791999999999999,2.0
SNOW,2025-10-21,0.0,1.0,1.0,0.0,0.0,0.0,1.0
SNOW,2025-10-28,0.0,1.0,1.0,-0.4471,-0.4471,-0.4471,1.0
SNOW,2025-11-04,0.0,1.0,1.0,0.0,0.0,0.0,1.0
SOFI,2025-05-20,0.0,1.0,1.0,-0.3919,-0.3919,-0.3919,1.0
SOFI,2025-06-24,0.0,1.0,1.0,0.8074,0.8074,0.8074,1.0
SOFI,2025-07-01,0.0,1.0,1.0,0.8957,0.8957,0.8957,1.0
SOFI,2025-07-22,0.0,1.0,1.0,0.0,0.0,0.0,1.0
SOFI,2025-07-29,0.0,1.0,1.0,-0.103,-0.103,-0.103,1.0
SOFI,2025-08-12,0.0,2.0,2.0,0.0,0.0,0.0,2.0
SOFI,2025-09-30,0.0,1.0,1.0,0.0,0.0,0.0,1.0
SOFI,2025-10-14,0.0,3.0,3.0,0.18076666666666666,0.33372307692307696,0.135575,2.0
SOFI,2025-10-21,0.0,1.0,1.0,-0.7214,-0.7214,-0.7214,1.0
SOFI,2025-10-28,0.0,2.0,2.0,-0.4415,-0.4415,-0.4415,2.0
TSLA,2025-05-13,0.0,6.0,6.0,0.0697,0.11097607361963192,0.0,3.0
TSLA,2025-05-20,0.0,7.0,7.0,0.4177428571428572,0.2468461684011353,0.5763,5.0
TSLA,2025-05-27,0.0,40.0,40.0,0.134375,0.2194001038886771,0.0386,6.0
TSLA,2025-06-03,4.0,74.0,78.0,-0.09603846153846152,-0.5105377094983748,-0.064075,4.0
TSLA,2025-06-10,0.0,2.0,2.0,-0.2427,-0.2427,-0.2427,2.0
TSLA,2025-06-17,0.0,3.0,3.0,-0.1839666666666667,0.25032125,0.0,1.0
TSLA,2025-07-01,1.0,29.0,30.0,0.05979999999999996,0.09799655447605822,0.0,2.0
TSLA,2025-07-08,1.0,1.0,2.0,0.17085,0.9983089998242222,0.17085,1.0
TSLA,2025-07-15,0.0,1.0,1.0,0.2259,0.2259,0.2259,1.0
TSLA,2025-07-22,0.0,3.0,3.0,0.15753333333333333,0.15753333333333333,0.0,3.0
TSLA,2025-07-29,0.0,1.0,1.0,-0.7638,-0.7638,-0.7638,1.0
TSLA,2025-08-05,0.0,1.0,1.0,-0.7401,-0.7401,-0.7401,1.0
TSLA,2025-08-12,0.0,4.0,4.0,-0.20794999999999994,-0.441525,-0.0267499999999999,3.0
TSLA,2025-09-02,0.0,1.0,1.0,0.7469,0.7469,0.7469,1.0
TSLA,2025-09-16,0.0,2.0,2.0,-0.7181,-0.7181,-0.7181,2.0
TSLA,2025-09-23,0.0,3.0,3.0,0.6286666666666667,0.6286666666666667,0.6115,3.0
TSLA,2025-10-07,0.0,2.0,2.0,0.0,0.0,0.0,1.0
TSLA,2025-10-14,1.0,1.0,2.0,0.2199499999999999,0.9813379876796716,0.2199499999999999,1.0
TSLA,2025-10-21,3.0,28.0,31.0,0.12034516129032252,0.7066147115082437,0.0258,5.0
TSLA,2025-10-28,0.0,5.0,5.0,-0.1547,-0.21692499999999998,-0.4939,3.0
TSLA,2025-11-04,0.0,4.0,4.0,0.01692500000000005,0.026266666666666716,0.0776,3.0
TSLA,2025-11-11,0.0,1.0,1.0,0.0,0.0,0.0,1.0
UBER,2025-05-20,0.0,1.0,1.0,0.0,0.0,0.0,1.0
UBER,2025-05-27,0.0,1.0,1.0,-0.5719,-0.5719,-0.5719,1.0
UBER,2025-07-22,0.0,1.0,1.0,-0.7906,-0.7906,-0.7906,1.0
UBER,2025-07-29,0.0,1.0,1.0,0.963,0.963,0.963,1.0
UBER,2025-08-05,0.0,2.0,2.0,0.81755,0.81755,0.81755,2.0
UBER,2025-08-12,0.0,1.0,1.0,-0.5319,-0.5319,-0.5319,1.0
UBER,2025-10-21,0.0,1.0,1.0,0.8265,0.8265,0.8265,1.0
UBER,2025-10-28,0.0,1.0,1.0,0.963,0.963,0.963,1.0
UBER,2025-11-04,1.0,2.0,3.0,0.7346,0.5584333333333333,0.779325,2.0
UNH,2025-05-13,1.0,3.0,4.0,0.551775,0.9202533333333334,0.6324,1.0
UNH,2025-05-20,0.0,3.0,3.0,0.9061,0.9061,0.9467,3.0
UNH,2025-06-17,0.0,1.0,1.0,0.4019,0.4019,0.4019,1.0
UNH,2025-07-29,0.0,2.0,2.0,-0.0515,-0.0515,-0.0515,2.0
UNH,2025-08-12,0.0,2.0,2.0,0.41645,0.41644999999999993,0.41645,2.0
UNH,2025-08-19,0.0,1.0,1.0,0.5719,0.5719,0.5719,1.0
UNH,2025-09-09,0.0,1.0,1.0,0.4939,0.4939,0.4939,1.0
UNH,2025-10-14,0.0,1.0,1.0,0.9173,0.9173,0.9173,1.0
UNH,2025-10-21,0.0,1.0,1.0,-0.7214,-0.7214,-0.7214,1.0
UNH,2025-10-28,0.0,1.0,1.0,-0.3887,-0.3887,-0.3887,1.0
UNH,2025-11-04,0.0,1.0,1.0,0.4404,0.4404,0.4404,1.0
WMT,2025-05-13,3.0,40.0,43.0,0.0033209302325581144,-0.6653961349515932,-0.18309999999999996,4.0
WMT,2025-05-20,0.0,16.0,16.0,0.11311874999999996,0.008360409429280395,0.05135,3.0
WMT,2025-05-27,1.0,5.0,6.0,0.26158333333333333,0.4902223133281818,0.0,3.0
WMT,2025-06-10,1.0,3.0,4.0,0.2714,0.9542601693932008,0.2533499999999999,1.0
WMT,2025-08-12,0.0,1.0,1.0,-0.6562,-0.6562,-0.6562,1.0
WMT,2025-08-19,0.0,3.0,3.0,-0.6907,-0.6907,-0.7352,3.0
WMT,2025-09-23,1.0,0.0,1.0,0.7579,0.7578999999999999,0.7579,1.0
WMT,2025-10-14,0.0,1.0,1.0,-0.4939,-0.4939,-0.4939,1.0
WMT,2025-10-21,1.0,9.0,10.0,0.13226,-0.4386842164927011,0.128,3.0
WMT,2025-10-28,0.0,1.0,1.0,0.963,0.963,0.963,1.0
WMT,2025-11-04,1.0,0.0,1.0,0.9094,0.9094,0.9094,1.0
XOM,2025-06-17,0.0,1.0,1.0,0.5574,0.5574,0.5574,1.0
XOM,2025-07-29,0.0,2.0,2.0,0.39440000000000003,0.3944000000000001,0.39440000000000003,2.0
XOM,2025-08-12,0.0,1.0,1.0,0.4019,0.4019,0.4019,1.0
XOM,2025-10-28,0.0,4.0,4.0,-0.2831,-0.2831,-0.61235,4.0
